comment_v1,comment_v2,type,sentiment
ajaira kam,ajaira kam,1,1
hitman,hitman,0,2
choto takte class class boro hole crush crush,choto takt class class boro hole crush crush,0,2
somaj birodhi o dharmik o,somaj birodhi dharmik,0,1
গান টা শুনেছি মন দিয়ে কিন্তু কখন যে চোখে পানি চলে আসছে খেয়াল করতে পারি নি আসলেই ২৫ শে মরে গেছি,গান শুনে মন চোখে পানি আস খেয়াল নি আসলে শে মরে গেছি,0,0
october 2025 anyone cuz instant message,octob anyon cuz instant messag,1,1
প্রতি টা প্রবাসী বুঝতে পারে এই গানের কথা গুলোর মানে,প্রবাসী বুঝ গান কথা গুলোর,4,1
ki ekta baje obostha ei youtube are or our tiktok er cokkorre,ki ekta baje obostha ei youtub tiktok er cokkorr,1,1
আহা জীবন ২৫ পেরোলাম না জীবন থেকে সবই হারালাম ধীরে ধীরে নিজেই নিজের ক্ষত বাড়ালাম এর মাঝে নিজেকে ভালো রাখার কিছু সময় পেয়েছিলাম যারা আমাকে ভালো রেখেছিল কিন্তু তারপর তাদেরও হারালাম পেলাম এক দূর্বিষহ জীবন বউ হলাম মা হলাম আবারসব সহ্য করতে না পেরে সিংগেল মা হবারও চেষ্টা করছি কিন্তু নিজের আর কিছুই হলাম না৷ দিন শেষে রাত কাটে চিন্তায় কান্নায়,আহা জীবন পেরো না জীবন সব হারা ধীরে ধীরে ক্ষত বাড়া মাঝে ভালো রাখা সময় পেয়েছি ভালো রেখেছিল তাদের হারা পেল দূর্বিষহ জীবন বউ হল মা হল আবারসব সহ্য না পার সিংগেল মা হব কর হল না৷ শাষ রাত কাটে চিন্তায় কান্নায়,0,0
প্রতিদিন চোখ বুজে ফুল গানটা শুনি তখন মনে হয় যেন আমরা সবাই একসাথে হাহাকার করে কাঁদছি,প্রতিদিন চোখ বুজে ফুল গান শুনি একসাথে হাহা কাঁদ,0,2
wanna join you are game,wanna join game,4,1
girlfriend ki korche tmr brite,girlfriend ki korch tmr brite,0,0
anyone watching this 2025,anyon watch,4,1
i39ll always remember this song as the greatest hits,ill alway rememb song greatest hit,2,2
আমি নওগাঁ থেকে,নওগাঁ,1,1
july 2025 anyone,juli anyon,4,1
vai tomak buke joriye dore ektu kanna korte partam vai,vai tomak buke joriy dore ektu kanna kort partam vai,0,2
vai intro bananor link ta dao,vai intro bananor link ta dao,4,1
darun,darun,0,1
কমেন্ট রেখে গেলাম পচিশে মরে যাওয়া একজন হিসেবে,কমেন্ট গেল পচিশে মরে একজন হিসেব,0,0
mojai laglobohut oi moja laglo by the waysabbir vaia koi,mojai laglobohut oi moja laglo waysabbir vaia koi,0,2
happy independence day of ukraine,happi independ day ukrain,0,2
তোদের বিচার আল্লাহ পাক করবে দুনিয়াতে রোজা নিয়ে ভন্ডাবি সালার নাস্তিক এর দল,তোদের বিচ আল্লাহ পাক দুনিয়া রোজা ভন্ডাবি সালা নাস্তিক দল,0,0
joy shree balaji,joy shree balaji,0,2
রং ভরা জীবন জং ধরে শেষ এক পাশে শুরু অন্য পাশে শেষ,রং ভর জীবন জং,0,1
ভেরি ভেরি নাইস,ভেরি ভেরি নাইস,2,2
akhon er boro hote chai na,akhon er boro hote chai na,0,0
who’s here after the kiss cam fiasco,who’ kiss cam fiasco,4,1
serra vaiya,serra vaiya,0,1
anyone notice the name mariya mata on tv,anyon notic name mariya mata tv,4,1
amr sby thakte son of a btch thakte keou ni onk eka jibonto lash hy bece aci keou ni agle rakhar nijer family o buje na allah amk niye jak tar kase,amr sbi thakt son btch thakt keou ni onk eka jibonto lash hy bece aci keou ni agl rakhar nijer famili buje na allah amk niy jak tar kase,0,0
প্রত্যেকটা লাইনে একেকটা স্মৃতির কথা মনে পড়ে যায়,প্রত্যেক লাইনে একেক স্মৃতির কথা পড়ে,0,2
এই বছরের সেরা একটা গান,বছর এক গান,2,2
24 tarik amader college e ekta event achetopic name adhunik gan ami ei gaan ta dibo bole vabci estimated time of arrival th adhunik gaan er moddhei pore tai na gaan ta onk sundr,tarik amad colleg e ekta event achetop name adhunik gan ami ei gaan ta dibo bole vabci estim time arriv th adhunik gaan er moddhei pore tai na gaan ta onk sundr,4,1
2030 june 14 still here,june still,1,1
1m views,m view,1,1
ufff chotolok ta ke mane chotochele ke sei diyechofan hoye gelam tomar,ufff chotolok ta ke mane chotochel ke sei diyechofan hoy gelam tomar,0,2
অনেক ভালো আরো চাই,ভালো আরো চাই,2,2
dada siliguri theke asbo naki,dada siliguri theke asbo naki,4,1
dada darun hoya6a,dada darun hoyaa,0,2
gan gola ki shazib bhai hair,gan gola ki shazib bhai hair,4,1
ahare amar 20102019,ahar amar,1,1
arrange করো খেলব তোমার পাখি তাই আগে ধরে নোবো,arrang করো খেলব পাখি নোবো,0,1
who is after listening to ed39s sapphire,listen ed sapphir,4,1
শৈশবের ভাবনা বড় হয়ে গরিব অসহায় মানুষদের সাহায্য করবো আমার বয়স ২৫ হয়েছে  এখন নিজের ছেঁড়া জামা কাপড় নিজেই সেলাই করি  বিয়েটা করিনি তাই এখনো বেঁচে আছি ,শৈশব ভাবনা গরিব অসহায় মানুষ সাহায্য করবো বয়স ছেঁড়া জামা কাপড় সেলা বিয়ে করিনি বেঁচে আছি,0,1
আমার চ্যানেলে গিয়ে যে সাবস্ক্রাইব করবে এবং কমেন্ট করবে আমি তাকে রিপ্লাই দেবো watssapp নম্বর দেবোএবং i love you বলব ,চ্যানেল সাবস্ক্রাইব কমেন্ট রিপ্লা দেবো watssapp নম্বর দেবোএবং love বলব,3,2
129 e kar kotha bolche oi cheleta okay chini e to na,e kar kotha bolch oi cheleta okay chini e na,0,0
congratulation for 10m,congratul m,1,2
dada haste haste pet batha,dada hast hast pet batha,0,0
dharmik bacha er ta sera hoacha,dharmik bacha er ta sera hoacha,0,2
2016 we enjoyed it2025 we feel it,enjoy it feel,2,1
anyone in 2025 june,anyon june,4,1
shei bro,shei bro,0,1
vai ki masterpiece banailen,vai ki masterpiec banailen,2,2
ei song gulor jonno bangla song ke valobasi01122024,ei song gulor jonno bangla song ke valobasi,2,2
ami hocchi 2nd ta age dekhi kew dekhche kina tarpor aste aste shob ber kori exam hall e teachers der guard deya ami aaj porjonto kew nokol e dhorte pareni amk,ami hocchi nd ta age dekhi kew dekhch kina tarpor ast ast shob ber kori exam hall e teacher der guard deya ami aaj porjonto kew nokol e dhort pareni amk,0,0
soper,soper,0,2
আমি 20 এই মরে গেছি,মরে গেছি,0,0
আহারে আহারে আহারে কৈশোর,আহারে আহারে আহারে কৈশোর,0,1
boyosh ta to 20 hbe samne kinto amn e mone hoi,boyosh ta hbe samn kinto amn e mone hoi,0,0
parampara pratishta anushasan,parampara pratishta anushasan,1,1
any one 2025,one,1,1
2023 সালে কে কে দেখছো,সালে দেখছো,4,1
আর কি কখনো ফেরা হবে সেই দিনগুলোতে,কখনো ফের দিন,0,1
rojar funny video tahola samnaito eideid mobarokhahaha hah khob moja polam ,rojar funni video tahola samnaito eideid mobarokhahaha hah khob moja polam,0,2
মজা পাইলাম,মজা পাই,0,2
i love you kiran dada,love kiran dada,0,2
a cameron cinema koro mejo bou,cameron cinema koro mejo bou,1,1
every middle class family guy lyf reflection,everi middl class famili guy lyf reflect,2,1
সবাই এই বালের প্রত্যয়ের রিপ্লায়ের নাকি অপেহ্মায় থাকেএ এমন কোন চ্যাটের বালআচোদা পোলাপাইন পাগল,বাল প্রত্যয় রিপ্লায় অপেহ্মায় থাকেএ চ্যাট বালআচোদা পোলাপাইন পাগল,0,0
khub moja kore dekhlam,khub moja kore dekhlam,0,2
কলিজা টা ফেটে যায়,কলিজা ফাট যায়,0,0
শুধু পচিশ সাল নয় আমার জীবনের সেরা গান এটা আপাতত,পচিশ সাল জীবন গান আপাতত,2,2
supportcarryminati,supportcarryminati,3,2
“i can say for sure that youtube didn’t suggest this song to you you searched for it yourself and are listening to it quenching the thirst of your heart with deep satisfaction feeling it from the very core ”,“i say sure youtub didn’t suggest song search listen quench thirst heart deep satisfact feel core ”,0,2
ভাইয়া খুব নাইচ ভিডিও খুবভালো লাগচে,ভাইয়া নাইচ ভিডি খুবভালো লাগচে,2,2
কি গান রে ভাইজীবনের সাথে গানের প্রত্যেকটা লাইন মিলে গেছে,গান রে ভাইজীবন সাথে গান প্রত্যেক মিলে,0,2
সাবস্ক্রাইবার লাগলে যোগাযোগ করবেন রিয়েল,সাবস্ক্রাইব লাগলে যোগাযোগ রিয়েল,1,1
dada ami tomar moto hote chai,dada ami tomar moto hote chai,0,2
rahat only fariya39s love,rahat fariya love,0,2
ঝরাপাতা হয়েগেছি,ঝরাপাতা হয়েগেছি,0,0
pok pok deepok was epic,pok pok deepok epic,2,2
600 mnt ufffff,mnt ufffff,0,1
contour national,contour nation,1,1
i love you protoy,love protoy,0,2
i love you,love,0,2
আহারে আবার যদি ফিরে পেতাম সেই শৈশব,আহারে পেতাম শৈশব,0,2
kothai hariye glo sey soisob sey din gula kokhona bulbona kibabeh pirot pabo protitah muhurtoh vai sey cilohmiss,kothai hariy glo sey soisob sey din gula kokhona bulbona kibabeh pirot pabo protitah muhurtoh vai sey cilohmiss,0,0
songta vishon babe kosto dey soysober kotha mone koriye,songta vishon babe kosto dey soysob kotha mone koriy,0,2
of সেই ভাই,ভাই,0,2
খুব ভালো লাগে ছে,ভালো লাগে ছে,2,2
yes me,ye,1,1
foody bengalistar kakey review kortey gechilo,foodi bengalistar kakey review kortey gechilo,4,1
তোমার আগের ভিডিও গুলো আরো বেশি দারুন এই september মাস এ কে কে দেখছ লাইক করুন আর আমার চ্যানেল টি সাবস্ক্রাইব করবেন,আগ ভিডি গুলো আরো দারুন septemb মাস দেখ লাইক করুন চ্যানেল সাবস্ক্রাইব,3,2
শুধু শরীরটাই বাকি আছে  নিজ ইচ্ছা আকাঙ্ক্ষা স্বপ্ন  ভিতর আত্মার সাথে অনেক আগেই ছেড়ে চলে গেছে ,শরীর নিজ আকাঙ্ক্ষা স্বপ্ন ভিতর আত্ম সাথে ছাড়,0,0
2025 we need these songs back,need song back,2,2
i love my india,love india,0,2
ha ha ha ha significant other fanny video,ha ha ha ha signific fanni video,0,2
i feel another things from this song thanks for nice product of creativity,feel anoth thing song thank nice product creativ,0,2
শালারা রোজা নিয়া মজা মারচ না,শালা রোজা নিয়া মজা মারচ না,0,0
thanks for showing our hinduism culture,thank show hinduism cultur,1,2
full nassid kokhon pabo,full nassid kokhon pabo,0,1
আমার পছন্দের গান,পছন্ গান,2,2
আহারে আমার সাধের শৈশব,আহারে সাধ শৈশব,0,2
excellent awesome mind blowing appreciate,excel awesom mind blow appreci,2,2
ahare ahare kuthay gelo shoishob,ahar ahar kuthay gelo shoishob,0,0
rock this song,rock song,2,2
seraaa dada,seraaa dada,0,1
কে কে একবারের বেশি গানটা শুনেছো,একবার গান শুনেছো,4,1
amake abar ektu birokto koiro keu abar shunte a word to describe something positive asbo,amak abar ektu birokto koiro keu abar shunt word describ someth posit asbo,0,1
আসল খেলা 1800 মিনিটে,আসল খেলা মিনিটে,1,1
dada ami o same,dada ami,0,1
i like avhineta,like avhineta,2,2
কত সুন্দর সৃষ্টি,সুন্দর সৃষ্,0,2
but akta kota bole protty heron viha tumir akta friend and you dakte totota nic na video gulo nic,akta kota bole protti heron viha tumir akta friend dakt totota nic na video gulo nic,0,0
এই গান টা আমার প্রিয় মানুষের প্রিয় গান,গান প্রিয় মানুষ প্রিয় গান,2,2
master piece,master piec,2,2
oi sahor amar are or our nei ,oi sahor amar nei,0,0
530 ata ami,ata ami,1,1
i heard this song on repeat when my dad passed i always saw the lyrics as a parent helping kids grow now i39m back for my mom such a beautiful song,heard song repeat dad pass alway saw lyric parent help kid grow im back mom beauti song,0,2
tributo a beyonce que está más arriba que el dentro de la secta iluminatti,tributo beyonc que está má arriba que el dentro de la secta iluminatti,2,0
এই গানটা শুনতে আমার খুব ভালো লাগে,গান শুন ভালো লাগে,2,2
𝐒𝐡𝐞𝐢 𝐯𝐚𝐢 𝐬𝐡𝐞𝐢,𝐒𝐡𝐞𝐢 𝐯𝐚𝐢 𝐬𝐡𝐞𝐢,0,1
প্রত্তয় ভাইয়া সবাই আপনার ভিডিও পচ্ছন্দ করে ভালবেসে কমেন্ট করে রিপ্লাই দিলে কি হয়,প্রত্তয় ভাইয়া ভিডি পচ্ছন্দ ভালবেস কমেন্ট রিপ্লা দিলে,0,2
loser,loser,0,0
amar o exam time a arakom hoy,amar exam time arakom hoy,0,0
buro sadhu,buro sadhu,0,0
masterpiece 2025,masterpiec,2,2
স্মৃতি রেখে গেলাম যুগ যুগ ধরে মানুষ যখন এই গানটা শুনতে আসবে তখন কেউ লাইক দিলে নোটিফিকেশন পেয়ে আমি আবার গানটা শুনবো ,স্মৃতি গেল যুগ যুগ গান শুন আসবে লাইক দিলে নোটিফিকেশন গান শুনবো,0,2
এই গানটা যে কেউ শুনেন না কেন আমাকে আবার শোনার সুযোগ করে দিয়েন ফিরে যেতে চাই গানের সাথে সাথে শৈশবে,গান শুন না শোন সুযোগ দিয় চাই গান সাথে সাথে শৈশবে,0,2
sundor muhurto valolaga ar valobasha  sopner stomvo toitit icce,sundor muhurto valolaga ar valobasha sopner stomvo toitit icc,0,2
august 31,august,1,1
ami acting kora student,ami act kora student,1,1
650 bhul info check koro google e,bhul info check koro googl e,1,1
anyone in october392116 ,anyon octob,4,1
dada amr dak nam bulti jokhon bulti premik suru holo sotti amr darn hasi peyechee sotti tumi sera dada,dada amr dak nam bulti jokhon bulti premik suru holo sotti amr darn hasi peyeche sotti tumi sera dada,0,2
bhaje,bhaje,1,1
কোন দিন কি আর ফিরে পাবো শৈশব,পাবো শৈশব,0,0
chotto cheler mukh tai kmn beka bara,chotto cheler mukh tai kmn beka bara,0,0
গান টা অনেক ভালো লাগছে,গান ভালো লাগ,2,2
kar ghor ata,kar ghor ata,0,1
most beautifull song from coldplay i love it  from iraq baghdad  paradise is also significant other amazing song,beautiful song coldplay love iraq baghdad paradis also signific amaz song,2,2
smriti rekhe gelm kew shunle ekta like diben comment e ami abr o shunte parbo ganta,smriti rekh gelm kew shunl ekta like diben comment e ami abr shunt parbo ganta,0,0
ami all,ami,1,1
আমার বাড়ি বাংলাদেশ আমি আফ্রিদি ভাইয়ের বক্ত আমি চাই আপনি বক্ল করেন আপনাদের দেশে অনেক অনেক সুন্দর জাইগা আছে তা আমাদের বক্ল এর মাধ্যমে দেখান আর আমরা এতেই খুশি,বাড়ি বাংলাদেশ আফ্রিদি ভাইয় বক্ত চাই বক্ল আপনা দেশ সুন্দর জাইগা বক্ল দেখান এতে খুশি,2,2
চরম হাস্যকর,চরম হাস্যকর,0,2
পঁচিশে আমিও মারা গেছি কিন্তু জানিনা বাচবো কতোদিন মৃত লাশ হয়ে,পঁচিশে আমি মার গেছি জানিনা বাচবো কতোদিন মৃত লাশ,0,0
bai 1 no bol bondu 8noblo please,bai bol bondu noblo pleas,0,1
tomar video 3 bochor theke dekhchi kobe dakbe,tomar video bochor theke dekhchi kobe dakb,1,1
৫ দিন পর ২৩ এ পা দিবো বলার ছিলো যে অনেক,পা দিবো বল ছিলো,2,1
dada sera chilo,dada sera chilo,1,1
sai vai sai,sai vai sai,0,1
bd,bd,1,1
quotthe ajaira limited quotvulegece amader katodin hoa gelo new vedio asheni,quotth ajaira limit quotvulegec amad katodin hoa gelo new vedio asheni,0,0
গান শুনে বাড়ি পিছনে আম গাছের কথা মনে পড়ল,গান শুনে বাড়ি আম গাছ কথা পড়ল,0,2
prottoy you are the best actor,prottoy best actor,2,2
আটকে গেছি এই চ্যানেলে,আট গেছি চ্যানেল,0,2
you are too much bored  this video doesn39t look fanny,much bore video doesnt look fanni,2,0
oshombhov relatable  jotobar notification pabo totobar i shunte ashbo,oshombhov relat jotobar notif pabo totobar shunt ashbo,0,2
are amr name বুল্টি tahole cholo pubg kheli,amr name বুল্ tahol cholo pubg kheli,1,1
আর পাবো না ফিরে,পাবো না,0,0
২৫ বয়স পর্যন্ত জীবন তারপর আল্লাহ প্রতি দোয়া করতে হবে কারন কঠিন জীবন ২৫ এর পর,বয়স জীবন আল্লাহ দোয়া কারন কঠিন জীবন,2,1
all type,type,1,1
just amazing kisu bolar nai,amaz kisu bolar nai,2,2
me from uniondale nys,uniondal ny,0,1
আমি সব প্রকার ছাত্রের মিশ্রণ,প্রক ছাত্র মিশ্রণ,1,1
e kmon cinema abar kobe asbe,e kmon cinema abar kobe asb,4,1
wowi love it,wowi love,2,2
sii video vai,sii video vai,1,1
বয়সটা হয়তো ২৫ নয়কিন্তু লাইনগুলো কেন জানিনা জীবনের সাথে মিলে গেল,বয়স নয়কিন্তু লাইন জানিনা জীবন সাথে মিলে,0,1
11 july 943 gurgaon india,juli gurgaon india,1,1
ami mirjafor chhilam dada,ami mirjafor chhilam dada,0,1
বন্ধু খুব মিস করে তোদের,বন্ধু মিস তোদের,0,0
কোথায় শৈশব,কোথায় শৈশব,4,1
শৈশব কালটাই সবচেয়ে সুন্দর ছিল আর এখন যত বড় হচ্ছি ততই মনে হচ্ছে জীবন থেকে সকল মানসিক শান্তি দুরে চলে যাচ্ছি আগে প্রাণ খুলে হাসতে পারতাম আর এখন জনাকীর্ণ রাস্তায় জোড়ে হাসলেও মানুষ উদ্ভট ভাবে তাকায়,শৈশব কাল সবচ সুন্দর বড় হচ্ তত জীবন সকল মানসিক শান্তি দুরে যাচ্ প্রাণ খুলে হাস পারতাম জনাকীর্ণ রাস্তায় জোড়ে হাসলে উদ্ভট তাকায়,0,0
boudir entry ta seta chilo,boudir entri ta seta chilo,1,1
who iistens in october 2025,iisten octob,4,1
সংটা সুনে আমি শততি,সং সুনে শততি,0,2
bong guy which pen company are you using,bong guy pen compani use,4,1
কারা কারা ২০২৪ শে এশে দেখতা শো,কার কার শে এশে দেখতা শো,1,1
you all love prottoy but he is a cheater he is not single he had few gfs but he says that he is single,love prottoy cheater singl gf say singl,2,0
i love you significant other much,love signific much,0,2
he is best,best,2,2
anyone in 2080,anyon,4,1
সত্যি অসাধারণ গান টা শুনলে মনটা ভালো হয়ে যায়,সত্যি অসাধারণ গান শুনলে মন ভালো যায়,2,2
ami 21se end my life 204,ami se end life,1,1
pure nostalgia,pure nostalgia,0,2
ভাই এগুলা কি লিখেন আপনি একেকটা মাস্টারপিস,ভাই এগুলা লিখ একেক মাস্টারপ,0,2
কমেন্ট করে গেলাম আজ তোদেরকে ও শৈশবটাকে অনেক মনে পড়ছে আহাকি দিন ফেলে এসেছি তোরা ভালো থাকিস,কমেন্ট গেল তোদেরকে শৈশব পড় আহাকি ফাল এসে তোরা ভালো থাক,0,2
গান টির সাথে প্রায় সবকিছুই মিলে গেল গান টি যতবার শুনি কিছু বন্ধুর মুখ চোখের সামনে ভেসে ওঠে যযদি পেতাম দিন গুলো আবার আহারে শৈশব,গান টির সাথে সবকিছু মিলে গান যতব শুনি বন্ধুর চোখ ভাস ওঠে যযদি পেতাম গুলো আহারে শৈশব,0,2
037  039 who wear earphone with high volume,wear earphon high volum,1,1
ata sudu gan na ata abeg srite kanna son of a btch,ata sudu gan na ata abeg srite kanna son btch,0,0
ভাই গান টা মায়াই পড়ে গেছি,ভাই গান মায়া পড়ে গেছি,0,2
ভাগ্যিস খাবার খাওয়ায় পর video ta দেখলাম,ভাগ্য খাবা খাওয়ায় video ta দেখ,0,2
who listens in december 2025,listen decemb,4,1
আমি জানি আমার আর শৈশব বন্ধুবান্ধবকে আর ফিরে পাবোনা আমার সব স্মৃতি মনে করে দেই এই গানআর সেই বন্ধুদের আড্ডায় এবং মজার কাহিনী আমাকে প্রতিনিয়ত মনে করে দেয়এবং আমার ভীষণ কষ্ট লাগে তা মনে করে ০৯০৯২০২৫ saif zohan,জানি শৈশব বন্ধুবান্ধব পাবোনা স্মৃতি দেই গানআর বন্ধু আড্ডায় মজ কাহিনী প্রতিনিয়ত দেয়এবং ভীষণ কষ্ট লাগে saif zohan,0,0
202431 dec er sera gift bochor er ses e mon ta vlo hoye glo,dec er sera gift bochor er se e mon ta vlo hoy glo,0,0
hahahahhha vai,hahahahhha vai,0,2
east or west the ajaira limited is the best,east west ajaira limit best,2,2
it just makes me cry everytime,make cri everytim,0,0
আজকে আমার জন্মদিন ২১ বছর হয়ে গেলো শৈশব এর স্বপ্ন পূরণ হয়ে গেলো বড় হয়ে গেছে আমি,আজ জন্মদিন গেলো শৈশব স্বপ্ন পূরণ গেলো,0,2
shiuli kintu amar nam,shiuli kintu amar nam,1,1
abr notun ekta videor wait suru,abr notun ekta videor wait suru,1,1
পঁচিশে আমি মাসহ নানানানি সবাই কে হারিয়েছি,পঁচিশে মাসহ নানানানি হারিয়েছি,0,0
nice work bro,nice work bro,2,2
their going to be live in london anyone going ,go live london anyon go,4,1
সেই ছোট বেলায় ফিরে গেয়েছিলাম ৩৪১ এর জন্য ধন্যবাদ ভাই,বেলায় গেয়েছি ধন্যবাদ ভাই,0,2
vai dekhe khob haslam,vai dekh khob haslam,0,2
joss hoea ca,joss hoea ca,1,1
হঠাৎ করে গান টা চোখে পড়ল আবাগে চোখ দিয়ে পানি বের হয়ে গেলো গান টা যেন পুরো ছোট বেলা মনে করিয়ে দিলো স্মৃতি গুলো মনে পড়লে ইচ্ছে হয় ইস যদি আর একবার ফিরে যেতে পারতাম ওই ছোট বেলায় ওই ছোট বেলায় বাড়ি থেকে পাওয়া ২ টাকা পাওয়ার পরে যেই সুখ ছিল এখন লাখ টাকা সেই সুখ দিতে পারবে না,হঠাৎ গান চোখে পড়ল আবাগে চোখ পানি গেলো গান পুরো বেলা করিয়ে দিলো স্মৃতি গুলো পড়লে ইচ্ ইস পারতাম বেলায় বেলায় টাকা পাওয় যেই সুখ লাখ টাকা সুখ পারবে না,0,2
ami gaan kora student xam a lekha start korle e gaan peto,ami gaan kora student xam lekha start korl e gaan peto,0,0
ฟิ้นเป็นของคุณหนุ่มชญานนท์,ฟิ้นเป็นของคุณหนุ่มชญานนท์,2,1
গানটা অনেক সুন্দর হয়েছে,গান সুন্দর,2,2
bhai aapka ek video hindi me bhi deserve karte hum audiance,bhai aapka ek video hindi bhi deserv kart hum audianc,2,2
tomader videor fast e jai musice ta dieso oitar name ta ektu bolte parba please,tomad videor fast e jai music ta dieso oitar name ta ektu bolt parba pleas,1,1
osthir hoysa,osthir hoysa,0,1
এই পেটটা কি লাগেজে দিতে হয় নাকি এয়ারপোর্টে এলাও করে সাথে  dada kivabe eisob line gulo casually bole daw tumi,পেট লাগেজ এয়ারপোর্টে এলা সাথে dada kivab eisob line gulo casual bole daw tumi,4,1
ami exam hall a mon diya likhi karor dika takai na,ami exam hall mon diya likhi karor dika takai na,0,0
প্রথমটা আমি,প্রথম,1,1
দেহের মৃত্যুর রেজিস্ট্রি রাখা হয়আত্মার মৃত্যুর হয় না  প্রমথ‌ চৌধুরী ,দেহের মৃত্যুর রেজিস্ট্রি হয়আত্ম মৃত্যুর না প্রমথ‌ চৌধুরী,0,1
apnader funny video golo amer onek valo lage,apnad funni video golo amer onek valo lage,2,2
chudir vai ata ki videomoja pai na,chudir vai ata ki videomoja pai na,1,1
কোথা পাব সেই দিন গুলো কে কত না সুন্দর ছিলো সেই দিন গুলো আজ আমি খোব কান্ত,পাব গুলো না সুন্দর ছিলো গুলো খোব কান্ত,0,0
এই গান টা শুনে নিজের গ্রামের স্মৃতি মনে পড়ে গেল অনেক মিশ করছি নিজের গ্রাম কে,গান শুনে গ্রাম স্মৃতি পড়ে মিশ কর গ্রাম,0,2
448 relatable,relat,2,2
dharmik student wonderful,dharmik student wonder,2,2
গানটা নতুন করে লেখে ১৮১৯ এ আনা হক কিছু মানুষ ১৯ এ মরে যায়,গান লাখ আনা হক মরে,2,0
এটা শুধু মাত্র একটা গান না এর পুরোটাই আবেগ‌ আবার যদি ফিরে যেতে পারতাম,এক গান না পুরো আবেগ‌ পারতাম,0,2
jossprank king,jossprank king,0,2
গানের কথা গুলো সুন্দর কিন্তু সূর ভালো হয়নি,গান কথা গুলো সুন্দর সূর ভালো,2,0
ফিরে পাবো না আর৷,পাবো না আর৷,0,0
dada tomi legend,dada tomi legend,2,2
ওই মহিলার প্রত্যেকটা কথার সঙ্গে লাস্টে ঞচ যুক্ত আছে,মহিল প্রত্যেক কথ লাস্টে ঞচ যুক্ত,0,0
কতো সৃতি মনে পরে গান টা শুনলেই,কত সৃতি গান শুনলে,0,2
119 significant other funny,signific funni,2,2
অদ্ভুত,অদ্ভুত,0,1
ami udar,ami udar,0,0
১১ নং রোড,নং রোড,1,1
মনে সুখ নাইরে বন্ধু,সুখ নাইরে বন্ধু,0,0
latest darmik bacca,latest darmik bacca,1,1
ami jbo dada tomar game aa kobe theke suru hobe game ta ta holeamio member a6i kin2,ami jbo dada tomar game aa kobe theke suru hobe game ta ta holeamio member ai kin,0,2
thank you brother,thank brother,0,2
gu,gu,1,1
significant other nice,signific nice,1,1
সেই শৈশব,শৈশব,0,1
totally melts my heart love from indiabharat,total melt heart love indiabharat,0,2
আনেক সুন্দর একটা গান কিন্তু শোনাই হয় নাই ধন্যবাদ গানটা সাজেস্ট করার জন্য,আনেক সুন্দর এক গান শোনা ধন্যবাদ গান সাজেস্ট,0,1
১০০ বার দেখলেও ভালো লাগে,দেখলে ভালো লাগে,2,2
“if anyone is watching this in 2050 please reply to me i’m commenting this in 2025 if i’m still alive i will reply you ”,“if anyon watch pleas repli i’m comment i’m still aliv repli ”,0,1
haste haste kede fellm thakurer name sunte sunte joy lokhi bromha bishnu,hast hast kede fellm thakur name sunt sunt joy lokhi bromha bishnu,0,2
hebby sundor hoyeche,hebbi sundor hoyech,0,2
if you analyse the lyrics youll be confused do not just listen to a song without analysing it,analys lyric youll confus listen song without analys,2,1
focused,focus,1,1
২০শে ই শেষ,শে,1,1
hihihi,hihihi,0,1
নোটিফিকেশন পেলে আবার শুনতে আসব,নোটিফিকেশন পাল শুন আসব,1,1
sera chilo,sera chilo,1,1
কিছু মানুষ মরে যায় মরে যায় পঁচিশেতারপর মরে গিয়েও বহুকাল বাচে সে,মরে যায় মরে যায় পঁচিশেতারপর মরে গিয়ে বহুকাল বাচে,0,0
still a masterpiece song ever,still masterpiec song ever,2,2
joss,joss,1,1
মরে গিয়েও বেঁচে আছি পরিবারকে কাঁধে তুলে ২৫ এর আগেই মরে গেছি ধন্যবাদ চোখের পানি বের করে কিছুটা হলেও হালকা করার জন্য,মরে গিয়ে বেঁচে আছি পরিব কাঁধে মরে গেছি ধন্যবাদ চোখ পানি হালকা,0,0
কোথায় হারিয়ে গেল সেই দিন গুলো আহ আবার যদি যাওয়া যেতো টাইম ট্রাভেল করে কতোই না ভালো হতো,হারিয়ে গুলো আহ যেত টাইম ট্রাভেল কতো না ভালো হত,0,0
4 no td dekhlei valo lage,td dekhlei valo lage,2,1
আমি তো ১৩ তেই মরে গিয়েছি আজ আমার ২০,তেই মরে গিয়ে,0,1
who39s here july 2025,who juli,4,1
1000 subc complete thanks for your support,subc complet thank support,1,2
ok₹£¥¢,ok₹£¥¢,1,1
আজকের তারিখ 302024 স্মৃতি রেখে গেলাম,আজক স্মৃতি গেল,1,1
cheong san vs gwi nam,cheong san vs gwi nam,1,1
